texto;";";classe
 Defesa de Mohammed pede condenação com pena branda para crime 'brutal' Advogado George Hidasi alega que réu é semi-imputável por psicopatia. Ele disse que tem vontade de estrangular o cliente pelo crime cometido.;";";raiva
 Médicos tentam explicar origens das cãibras noturnas Episódios são comuns, sobretudo em pessoas mais velhas. Múltiplas causas podem estar ligadas ao fenômeno.;";";raiva
 Astrônomos conseguem flagrar explosão de supernova 'secreta' Fenômeno aconteceu na galáxia M82, a 12 milhões de anos-luz daqui. Nuvens de gás encobrem conflagração, mas ondas de rádio passam.;";";raiva
 Idosos lidam melhor com a privação de sono, mostra experimento Pessoas com menos de 29 anos acabam perdendo dos com mais de 65. Cochilo involuntário não é natural da velhice e pode ser sinal de problema.;";";raiva
 Brasileiros caem para 2º em ranking de consumo ambiental Consumo muito grande de carne bovina levou país a perder posição de destaque.;";";raiva
 Foguete decola com satélites europeus de observação Planck e Herschel vão estudar origens do Universo. Sondas alcançarão sua órbita dentro de 60 dias.;";";raiva
 Empresa de parques temáticos Six Flags pede proteção contra falência A empresa opera parques de diversão nos EUA, Canadá e México. Segundo diretor, administração atual herdou dívida de US$ 2,4 bilhões.;";";raiva
 Frigorífico JBS tem prejuízo de R$ 322,7 milhões JBS é maior processadora global de carne bovina. Um ano antes, perda foi de R$ 6,6 milhões.;";";raiva
 Oposição aproveita erro do governo e toma controle da CPI das ONGs Presidente da CPI usou erro regimental para trocar relator. Arthur Virgílio foi indicado par ao lugar de Inácio Arruda.;";";raiva
 Marta Suplicy participa da Parada Gay em São Paulo Ex-prefeita desfilou em trio elétrico pela avenida Paulista. Parada começou pouco após o meio-dia deste domingo (14).;";";raiva
 Incêndio destrói fábrica de isopor em Minas Gerais Fogo atingiu galpões onde eram mantidos material de escritório e isopor. Peritos vão determinar o que provocou as chamas.;";";raiva
 Professor se nega a dar aula para aluno com deficiência auditiva Governo do Paraná abrirá edital para contratar tradutor. Secretaria diz que tem 398 tradutores de Libras na rede.;";";raiva
 Igreja Católica atua por reserva indígena em Roraima Bispo da Diocese de Roraima incentivou briga pela demarcação. Produtores rurais dizem que ele foi responsável pela quebra da harmonia.;";";raiva
 Marca que 'bomba' rápido também some depressa, dizem cientistas Pesquisa chegou à conclusão examinando uso de nomes para bebês. Resultado também parece funcionar para músicos e outras áreas.;";";raiva
 Mulher que perdeu bebê em acidente é condenada por homicídio Libanesa foi sentenciada a pagar indenização por incidente ocorrido em Dubai.;";";raiva
 Pai mantém bebê refém por oito horas em MS Comerciante teria entrado com criança em banheiro. Ele liberou refém e foi detido.;";";raiva
 Infraero regista atrasos em 8,6% dos voos Das 371 operações previstas, 32 atrasaram mais de 30 minutos. Outras 23 foram canceladas.;";";raiva
 Homem mata mulher, fere irmão dela e rende jovem em AL Segundo delegado, criminoso é ex-policial e foi agredido por vizinhos. Jovem foi mantida dentro de casa por cerca de cinco horas.;";";raiva
 Lula diz não ver 'crime' em 'deputado levar a mulher a Brasília' Presidente disse que não é contra o uso das passagens por esposas. Ele inaugurou centro de neurorreabilitação no Rio.;";";raiva
 PRF flagra menina de 12 anos dirigindo picape em rodovia gaúcha Segundo os policiais, jovem estava acompanhada da mãe em São Borja. Carro foi retido e a mãe autuada por deixar um menor de 18 anos dirigir.;";";surpresa
 Sucuri de 8 metros é flagrada após comer uma capivara Cobra virou atração para moradores de São José do Rio Claro (MT). Ela foi encontrada em um riacho perto de uma fazenda na cidade.;";";surpresa
 Dono de restaurante nos EUA se nega a cozinhar 'lagosta amarela' Mutação genética proporciona coloração diferente ao crustáceo. Chance de encontrar animal diferenciado é de uma em 30 milhões.;";";surpresa
 China prepara seu 1º parque erótico ‘Love Land’ terá esculturas gigantes nuas. ‘Terra do amor’ só irá funcionar no período noturno.;";";surpresa
 Pandemia da nova gripe está às portas, mas OMS hesita em fazer declaração Temor da organização da ONU é estimular o pânico generalizado. Surto pandêmico refere-se à transmissão, e não à gravidade da doença.;";";surpresa
 Ave usa 14 'palavras' diferentes para coordenar ataque a predador Gaio-siberiano tem, no total, 'vocabulário' com 25 chamados diferentes. Capacidades são parecidas com as de primatas, diz cientista sueco.;";";surpresa
 Fungos fazem, ao mesmo tempo, papel de heróis e vilões para humanos Capazes de causar doenças, seres também ajudam em várias coisas. Como fermentar o pão sem eles?;";";surpresa
 Japoneses criam macaquinho transgênico que brilha no escuro Sagui ou mico-estrela é espécie de primata comum em todo o Brasil. Interesse é usar animais como modelos para entender doenças humanas.;";";surpresa
 Penhascos abrigam 'cidade dos mortos' na Amazônia peruana Casas construídas há séculos tinham múmias e tesouros. Povo mantém tradição de homenagear falecidos com música e comida.;";";surpresa
 Estudo revela morada de inverno dos tubarões-elefante Criaturas migram para as regiões tropicais, fugindo do frio. Achado surpreendente foi obtido com ajuda de satélites.;";";surpresa
" Cratera em Marte foi formada por vento e água, sugere jipe"" Estudo foi publicado no periódico americano """"""""Science"""""""". Resultados reúnem dados coletados por sondas no planeta vermelho.""""""""""";";";surpresa
 Entre Amazônia e Andes, ruínas revelam civilização anterior aos incas Chachapoyas construíam casas redondas no alto das montanhas. Estudiosos tentam descobrir como cidades desapareceram.;";";surpresa
 Em um mês, programa habitacional tem pedidos para 55 mil moradias Caixa Econômica Federal analisa 270 projetos de construtoras. Setor espera contratar mais de 600 mil moradias até meados de 2010.;";";surpresa
 GSI cria núcleo para 'combater' e 'prevenir' ações terroristas no país Grupo vai ser composto por representantes do GSI e três ministérios. Missão será avaliar ameaças em território nacional.;";";surpresa
 Cientistas observam e filmam sexo violento de aranhas Cópula violenta, mas eficiente, ocorre entre aranhas de uma espécie proveniente de Israel.;";";surpresa
 Organização Mundial da Saúde vai enviar remédio contra a nova gripe a 72 países Antiviral Tamiflu havia sido doado pela Roche à agência da ONU. Estoque é suficiente para tratar 2,4 milhões de pacientes.;";";surpresa
 Itaú Unibanco fecha trimestre com lucro 27,7% menor Lucro líquido do banco ficou em R$ 2,014 bilhões. Carteira de crédito cresceu 0,3% frente ao trimestre anterior.;";";surpresa
 Finalistas ao 'melhor emprego do mundo' passam por processo seletivo Emprego é em ilha paradisíaca na Austrália. Dezesseis pessoas chegaram à etapa final.;";";surpresa
" Candidato à Presidência do Irã diz que falará com EUA de posição """"superior"""""" Mohsen Rezaei é definido como candidato """"""""conservador moderado"""""""". Ele é ex-comandante do Corpo dos Guardiães da Revolução Islâmica.""""""""""";";";surpresa
 Na Austrália, assaltante fica preso no telhado de uma fábrica Plano era escalar o prédio e pular para dentro do local. Chuva e telhado íngreme fizeram com que ele precisasse de socorro.;";";surpresa
 Mulher de Berlusconi diz que vai entrar com pedido de divórcio Veronica Lario acusou marido de 'se relacionar com menores'. Primeiro-ministro italiano se recusou a comentar o caso.;";";surpresa
 Casos famosos de desaparecidos envolvem até verdadeiro Indiana Jones Madeleine McCann sumiu há dois anos, e a polícia não tem pistas. Conheça alguns casos famosos de pessoas desaparecidas.;";";surpresa
 Suécia celebra primeiros casamentos entre homossexuais Parlamento aprovou a união no último 1 de abril. Permissão passou a valer a partir dessa sexta-feira (1).;";";surpresa
 Paraense teve que engordar 7 kg para participar do Miss Brasil Rayana Breda, de 19 anos, é modelo internacional desde os 15. Final do Miss Brasil 2009 acontece em São Paulo, em 9 de maio.;";";surpresa
 Sonda revela segredos da superfície vulcânica de Mercúrio Espaçonave Messenger, da Nasa, fez segundo sobrevoo do planeta. Resultados trazem dados de composição e campo magnético do astro.;";";surpresa
 Presidente do TCE no RS deixa hospital após assalto João Vargas foi esfaqueado na barriga e passa bem em São Sepé. Dois suspeitos foram presos pela polícia na cidade de Santa Maria.;";";tristeza
 Dois morrem e um fica ferido após carro cair uma altura de 10 metros Acidente aconteceu neste sábado em Caxias do Sul. Veículo caiu com as rodas para cima em uma represa vazia.;";";tristeza
 Detentos fazem rebelião e colocam fogo em cadeia de MG Segundo a polícia, problema começou durante discussão entre presos. Um deles sofreu queimaduras e foi levado para hospital de Três Pontas.;";";tristeza
 Presidente do TCE é esfaqueado durante assalto no RS João Vargas foi esfaqueado na barriga e passa bem em São Sepé. Dois suspeitos foram presos pela polícia na cidade de Santa Maria.;";";tristeza
 ANP condena discurso de Netanyahu e rejeita novas imposições Para Autoridade Nacional Palestina, refugiados não foram considerados. Movimento islâmico Hamas também condenou o discurso deste domingo.;";";tristeza
 Iêmen detém suposto financiador da Al Qaeda no país Homem também é suspeito de financiar atividades na Arábia Saudita. Hasan Husein Ben Alwan foi preso há dois dias no leste do Iêmen.;";";tristeza
 Bala perdida mata menina de 13 anos em Belo Horizonte Tiro atingiu adolescente que levava irmã mais nova para escola. Disparos foram feitos durante acerto de contas de traficantes, segundo PM.;";";tristeza
 Menino de 10 anos morre em desabamento em Salvador Segundo a Defesa Civil da capital baiana, outras 8 pessoas ficaram feridas. Engenheiro do órgão está no local para checar as causas do acidente.;";";tristeza
 Tribunal do DF condena ex-médico a 29 anos de prisão Marcelo Caron é responsabilizado pela morte de duas mulheres. Vítimas morreram após complicações provocadas por lipoaspiração.;";";tristeza
 Catadores e urubus disputam lixo em aterro sanitário na Bahia Em Barreiras (BA), trabalhadores atuam em área sem condições de higiene. Prefeitura estuda a instalação de usina de beneficiamento e reciclagem.;";";tristeza
 Carro cai em fossa de condomínio em Porto Alegre Vizinhos afirmam que escutaram barulho durante a noite. Dono do carro tem 21 anos e só percebeu o acidente de manhã.;";";tristeza
 Carteiro britânico pode ser condenado à prisão por atear fogo a cartas Aaron Heaney queimou cerca de 400 correspondências;";";tristeza
 Um morre e dois ficam feridos em assalto no Paraná Vítimas seguiam para o Paraguai, quando foram abordadas por ladrões. Dois suspeitos foram detidos, entre eles um adolescente de 17 anos.;";";tristeza
 Polícia encontra bebê perto de sacolas de lixo em MT Criança foi levada para pronto-socorro. Mãe não foi localizada.;";";tristeza
 Chefe do PC chinês de Xinjiang ameaça executar envolvidos em protestos Forças do governo tomaram as ruas da capital da província, Urumqi. Confrontos entre uigures, chineses han e a polícia já mataram 156.;";";tristeza
 Mercado de celulares deve apresentar recuo de 13,6% no 2º trimestre Números ainda são melhores frente ao colapso do início de 2009. Principais fabricantes apresentarão seus balanços ainda neste mês.;";";tristeza
 Homem mantém a ex-mulher refém por 13 horas e põe fogo na casa nos EUA Caso ocorreu em South Windsor, Connecticut. Ele acabou se rendendo logo após o início do incêndio.;";";tristeza
 Irã promete libertar mais 100 presos durante conflitos pós-eleitorais Chefe da polícia promete libertação num prazo de dois dias. Eles foram presos nos atos oposicionistas contra vitória de Ahmadinejad.;";";tristeza
 Vice-presidente José Alencar é novamente internado em SP Ele viajou de Brasília para SP em razão de 'desconforto abdominal'. Vice-presidente se submete a exames no hospital Sírio-Libanês.;";";tristeza
 Incêndio florestal fecha museu Getty em Los Angeles Funcionários foram retirados, e visitação foi interrompida. Fogo consumiu 16 hectares de vegetação em apenas duas horas.;";";tristeza
 Ibama apreende jacaré abatido no aeroporto de Belém Passageiro foi autuado e multado em R$ 500. Equipe da Receita Federal constatou crime ambiental e acionou Ibama.;";";tristeza
 Alcoa registra prejuízo de US$ 454 milhões no 2º trimestre Fabricante de alumínio inaugurou temporada de balanços nos EUA. Prejuízo por ação, entretanto, ficou abaixo do esperado por analistas.;";";tristeza
 Polícia apreende 842 kg de maconha escondidos embaixo de sucata Droga foi encontrada em fiscalização, na região de Ponta Porã (MS). Motorista disse que levaria produto até São Paulo.;";";tristeza
 Suspeito de sequestrar filho de empresário é preso no Paraná Homem foi detido com R$ 500 mil e US$ 75 mil, armas e drogas. Jovem sequestrado foi liberado em Navegantes, na terça-feira.;";";tristeza
 Não há como atender a todas as demandas dos ministérios, diz Bernardo Demanda é de R$ 21 bi, mas só prioridades serão atendidas, afirma. Na revisão de julho do orçamento, disse, haverá 'pequenos ajustes'.;";";tristeza
 Ministério Público denuncia dois policiais por exploração de caça-níqueis No total, 11 pessoas estavam envolvidas no esquema, no Paraná. Empresário é suspeito de firmar contrato com estabelecimentos.;";";tristeza
 Coreia do Sul insinua que hackers ligados à Coreia do Norte atacaram internet Ataques foram direcionados a sites na Coreia do Sul e nos EUA. Impacto nos EUA foi mínimo, segundo Departamento de Segurança Interna.;";";tristeza
 Morre mais uma gestante vítima de nova gripe no Rio, diz médica Grávida de 6 meses morreu nesta quinta (30), no Hospital Rocha Faria. Segundo Secretaria de Saúde, óbito ainda não consta no Sinan.;";";tristeza
 Neblina fecha Aeroporto Afonso Pena por sete horas Pousos foram proibidos das 3h às 10h deste domingo. Apenas decolagens foram autorizadas no mesmo período.;";";tristeza
 Nove estrangeiros são sequestrados no Iêmen Governo diz que grupo rebelde xiita é autor do sequestro. Conflitos na província já mataram milhares de pessoas.;";";tristeza
 Opositor ao governo do Irã, Moussavi está preso, afirma jornal israelense Candidato à presidência, ele disse que eleições foram fraudadas. Outros líderes reformistas também foram detidos, diz France Presse.;";";tristeza
 Vinte e um corpos de vítimas do voo 447 chegam ao Recife Eles estão no Instituto de Medicina Legal da capital de pernambucana. No total, 44 corpos já foram resgatados;";";tristeza
 'Espero que passageiros não tenham sofrido', diz embaixador francês Pierre-Jean Vandoorne conversou com parentes e autoridades. Ele deve seguir ainda neste sábado (13) para Recife.;";";tristeza
 Três corpos chegam a Noronha em fragata da Marinha Outros 21 corpos devem chegar a capital pernambucana neste sábado. No total, 44 corpos foram retirados do oceano na área de buscas.;";";tristeza
 Parentes e amigos participam de missa para vítimas do voo 447 na Alemanha Homenagem aconteceu na igreja Johannes, em Duesseldorf. 26 alemães estavam a bordo do avião, que desapareceu no dia 31/5.;";";tristeza
 Após massacre em escola, Alemanha endurece controle de armas Adolescente de 17 anos matou 15 pessoas em Winnenden em março. Nesta quinta (28), polícia mostrou armas apreendidas na Baixa Saxônia.;";";tristeza
 Acidente de ônibus mata 16 na Bulgária Veículo teve falha nos freios, segundo testemunhas. Vinte pessoas ficaram feridas.;";";tristeza
 Líder norte-coreano é 'muito egoísta' para começar uma guerra, dizem desertores Regime de Pyongyang levou milhares a fugirem para a Coreia do Sul. Refugiados dizem temer pela segurança de seus familiares.;";";tristeza
 Menino de 2 anos morre após levar tiro da irmã de 3 nos EUA Menina teria encontrado arma embaixo da cama dos pais e deu tiro no peito do irmão mais novo.;";";tristeza
 Terremoto de 7,1 graus atinge Honduras Por enquanto não há informações sobre danos ou possíveis vítimas. Alerta de tsunami foi emitido na região.;";";tristeza
 Fotos de abusos que Obama não quer publicar incluem estupros, diz jornal Reportagem cita general como fonte. Segundo ele, só as descrições das imagens já são chocantes.;";";tristeza
 Dustin Hoffman será pai de Paul Giamatti em filme Ator veterano protagonizará drama policial 'Barney's version'. Projeto será dirigido por Richard J. Lewis e filmado em Roma.;";";tristeza
 Navio militar 'aposentado' afunda para virar recife artificial na costa da Flórida Gen. Hoyt S. Vandenberg atuou durante a Guerra Fria no século XX. Agora, ele ajudará a atrair turistas ao arquipélago de Florida Keys.;";";tristeza
 Rabino pede boicote a lojas que expõem manequins com roupas de banho Manifesto aconteceu na cidade israelense de Tiberias. ‘Os manequins são fotografias obscenas’, afirmou.;";";tristeza
 Menina russa vivia trancafiada com cachorros e gatos em apartamento Garota de cinco anos não sabia falar e emitia sons como os de animais. Pai da menina, acusado de a ter 'roubado' da mãe, pode ser preso.;";";tristeza
 Malásia confirma 1º caso da nova gripe Estudante de 21 anos esteve nos Estados Unidos. Morador de Kuala Lumpur, ele está fora de risco.;";";tristeza
 EUA registram quarta morte em paciente com a nova gripe, diz Arizona Mulher de 50 anos tinha problemas pulmonares crônicos. Morte ainda não foi confirmada por autoridades nacionais.;";";tristeza
 Partículas de drogas são detectadas no ar de Madri e Barcelona Foram encontradas moléculas de pelo menos cinco drogas, entre elas, maconha, heroína e cocaína.;";";tristeza
 Crime 'bárbaro' de Goiânia é destaque na imprensa britânica Jornais comentam julgamento de rapaz que esquartejou namorada inglesa.;";";tristeza
 Subprocurador do DF é detido por desacato após acidente de carro Segundo testemunhas, subprocurador bateu no carro da frente e fugiu. Embriaguez foi atestada por meio de exame clínico, afirmou delegado.;";";tristeza
 Avião fica parado em Florianópolis por suspeita de nova gripe Brasileira com sintomas da doença foi levada a hospital. Aeronave, com 97 passageiros, passou por desinfecção.;";";tristeza
 Ladrões fazem reféns em fazenda por 9 horas em Maringá Grupo invadiu local pela segunda vez e levou carros e eletrônicos. Imóvel pertence a um sobrinhos dos senadores Álvaro e Osmar Dias.;";";tristeza
 Vandalismo custa caro para o bolso do brasileiro Rio gasta R$ 1,8 milhão por ano em limpeza e reparo de monumentos. Quando o imóvel é particular, o prejuízo sempre fica com o proprietário.;";";tristeza
 Mãe e filha são baleadas enquanto vendiam acarajé na Bahia Segundo a polícia, as duas foram vítimas de bala perdida em Lauro Gomes. Elas estão internadas em observação em hospital da cidade.;";";tristeza
 Embaixador francês chega ao Rio para encontro com famílias de vítimas Pierre-Jean Vandoorne conversará com parentes e autoridades em hotel. Ele deve seguir ainda neste sábado (13) para Recife.;";";tristeza
 Mãe divulga na web fotos dos filhos com armas, diz polícia Imagens mostram garotos de 12 , 13 e 16 anos simulando um assalto. Ela vai responder pelo crime de apologia ao crime em Campo Grande.;";";tristeza
 Praias poluídas de São Luís recebem placas de sinalização Estudo mostra quantidade de coliformes fecais acima da permitida. Ponta d'Areia, São Marcos e Olho d'Água estão impróprias para banho.;";";tristeza
 Jovem de 13 anos que teve perna decepada por lancha recebe prótese Equipamento foi doado e deve será colocado nesta segunda-feira. Ele nadava na baía de Vitória quando foi atingido pela embarcação.;";";tristeza
 Gaviões preocupam moradores de Porto Velho Ibama diz que espécie é comum e vive também centros urbanos. Para biólogo, ave saiu de habitat em busca de alimento e proteção.;";";tristeza
 Destroços indicam possível desintegração de Airbus Especialistas em aviação dizem não haver evidência de fogo ou explosão. Ao todo, 37 peças do avião foram encontradas no oceano.;";";tristeza
 Trânsito consome até três horas do dia nas capitais, diz pesquisa Paulistanos enfrentam congestionamento três vezes por dia. Metade dos entrevistados diz que não faz nada para melhorar a situação.;";";tristeza
 Comissão da OAB pede liberação de presos por superlotação em delegacia Mais de 40 detentos estão em 3 celas de delegacia em Mossoró (RN). Para secretário de Justiça, demora para julgamentos acarreta problema.;";";tristeza
 Frentista é assassinado em ponto de ônibus em MG Polícia diz que criminosos atiraram porque ele só tinha um celular. Vítima esperava coletivo para voltar para casa.;";";tristeza
 PF prende 60 em operação contra clonagem de cartões e fraudes na web 40 foram presos só no estado de Goiás. Mais de 600 policiais participam de ação em 12 estados e no DF.;";";tristeza
 Carro desvia de cavalo e cai em vala no RS Aparentemente, motorista e filho não tiveram ferimentos graves. Acidente aconteceu nesta quinta-feira, em Porto Alegre.;";";tristeza
 Cinco jovens são baleados em MG Três atiradores saíram de um carro e foram até as vítimas. Crime estaria relacionado a tráfico de drogas, diz polícia.;";";tristeza
 Corpos das vítimas de avião que explodiu na BA chegam a São Paulo Sepultamento deve ocorrer nesta tarde, em cemitério no Morumbi. Corpo de babá seguirá para Pirassununga e o de Vera Mércio, para Bagé.;";";tristeza
 Policial é preso por suspeita de tráfico de drogas em MS Segundo Polícia Rodoviária, ele levava 149 quilos de maconha. Produto estava em fundo falso de carroceria.;";";tristeza
 TRF suspende retirada de índios kaiowá de terras em MS Desembargadora concedeu prazo de 90 dias para Funai e Funasa. Instituições devem realizar estudos para retirar das famílias.;";";tristeza
 Mil desalojados dividem 4 chuveiros em abrigo sem latrinas no Maranhão Prefeitura de Bacabal afirma não ter dinheiro para instalar banheiros em parque usado há quase dois meses como abrigo.;";";tristeza
 PM apreende 39 caça-níqueis em Pernambuco Máquinas estavam em local que funcionava como casa de jogos. Dois gerentes do estabelecimento foram detidos.;";";tristeza
 Polícia encontra maconha enterrada em quintal de avó de suposto traficante no DF Foram encontrados 50 kg da droga. Maconha seria distribuída pela quadrilha do suposto traficante.;";";tristeza
 Duas pessoas morrem em acidente na BR-232 em Pernambuco Automóvel invadiu a pista contrária e bateu de frente em caminhão. Carro foi arrastado e ficou pendurado em ponte.;";";tristeza
 Judiciário vai fazer rodízio de presos em cadeias de Porto Alegre Objetivo é abrir mais vagas nas penitenciárias da Região Metropolitana. Detentos vão cumprir pena com noites alternadas em casa e na cadeia.;";";tristeza
 Pneus usados recebem destino ecológico após passar por 'Ecoponto' em MG Cerca de 54 toneladas de borracha já foram reaproveitadas por empresas. Destinação errada pode render multa de R$1 mil a R$ 50 milhões.;";";tristeza
 Adolescente é suspeito de atirar no primo em MG Vítima tinha 9 anos e morreu no hospital. Jovem teria dito à polícia que disparo foi acidental.;";";tristeza
 Urubu se choca com avião em Salvador Voo ia de São Paulo para a capital baiana e levava 80 passageiros. Animal colidiu com a aeronave durante o pouso.;";";tristeza
 Morre bebê que escapou de soterramento em Alagoas Outros dois irmãos da criança morreram no deslizamento, na quarta-feira. Chega a seis o número de mortos pela chuva no estado.;";";tristeza
 Detido por furtar chinelos, rapaz leva bicicleta de pátio de delegacia Jovem havia sido liberado para responder pelo crime em liberdade. Após segundo furto, ele foi levado para Presídio Central de Ji-Paraná.;";";tristeza
 Cúpula da PM do Distrito Federal é exonerada por suspeita de desvio Oficiais e um sargento foram denunciados por promotor militar. Corporação teria pago concessionária por serviços não prestados.;";";tristeza
 Filhote de peixe-boi é resgatado em Santarém (PA) Animal de cerca de cinco meses ficou preso em rede de pesca. Após receber tratamento, ele deve voltar à natureza.;";";tristeza
 'Ameaças' da tecnologia, tropeção em fios e pancadas no PC crescem 732% Estudo realizado nos EUA considera acidentes no período de 13 anos. Cerca de 9 mil norte-americanos são vítimas desses problemas por ano.;";";tristeza
 Jangadas de madeira ilegal são apreendidas no Amazonas Fiscais encontraram mais de 550 metros cúbicos boiando em lago. Técnica de unir toras para fazê-las flutuar é comum na região.;";";tristeza
 Indianos engolem peixe vivo contra asma Receita teria sido passada por guru a família no século 19. Animal é ingerido junto com ervas medicinais.;";";tristeza
 Exercícios para os olhos não funcionam para miopia ou hipermetropia, diz estudo Técnicas são rotineiramente divulgadas, até pela internet. Resultados positivos são escassos, exceto em casos especiais.;";";tristeza
 Tigre branco mata tratador na frente de visitantes em zoo da Nova Zelândia Ataque ocorreu quando dois tratadores limpavam a jaula do animal. Santuário de felinos foi fechado, e o tigre foi sacrificado.;";";tristeza
 Pernambuco tem apenas 2,5% da área original de Mata Atlântica Ibama faz operação em serrarias para combater desmatamento ilegal. 25 estabelecimentos foram fechados e multas chegam a R$ 850 mil.;";";tristeza
 OMS diz que pode faltar verba contra febre amarela Programa internacional contra a doença pode acabar. Governo brasileiro diz que compra estoques e não há risco de falta.;";";tristeza
" Animais domésticos são fonte de grande parte das doenças humanas"" Estudo divulgado pela """"""""Nature"""""""" mostrou o fenômeno. Aids, dengue, malária e febre amarela figuram da lista.""""""""""";";";tristeza
 Guaxinim quebra recorde de distância e é morto por caçadora Animal percorreu distância de quase 300 km em busca de fêmea para acasalar.;";";tristeza
 Pernilongo de SP fica maior e mais resistente a inseticida, diz estudo Desde 2004, inseto ficou 20% maior em relação a 'primos' de outros locais. Pesquisa aponta poluentes e água parada do Pinheiros como causas.;";";tristeza
 Onça apreendida no AM não pode voltar à natureza e não encontra lar definitivo Shiva chegou ainda filhote ao Ibama e não aprendeu a caçar. Há mais de dois anos, o instituto busca um lugar para o animal.;";";tristeza
 Crosta de estrela é 10 bilhões de vezes mais forte que o aço, diz estudo Modelos de computador indicam que estrelas de nêutrons têm o material conhecido mais forte do Universo.;";";tristeza
 Astronautas fecham primeira caminhada espacial ao telescópio Hubble Atividades fora do ônibus Atlantis levaram mais de sete horas. Dupla trocou câmera e preparou telescópio para próximas atividades.;";";tristeza
 Aulas usam técnicas de decifração de crimes para ensinar ciência nos EUA Alunos ficam empolgados para vivenciar cenas à la 'CSI' na própria escola. Metodologia está sendo cada vez mais usada no meio educacional.;";";tristeza
 Exame genético fixa dose de remédio para cada paciente Variantes de DNA indicam como cada organismo lida com medicamento. Teste ajuda pacientes que têm dificuldade com certas drogas.;";";tristeza
 Secretário de Tesouro do EUA diz ser cedo para fim de estímulos à economia Timothy Geithner participou de encontro de ministros do G8, na Itália. Para ele, governos devem firmar políticas fiscais mais sustentáveis.;";";tristeza
 Franceses protestam contra medidas tomadas pelo governo contra crise Oito principais sindicatos franceses entram em quinto dia de ação. Manifestantes vão as ruas em Nantes.;";";tristeza
 'Tá chegando a hora e a vez das mulheres', diz Lula sobre sucessão Ele disse que oposição fica 'nervosa' ao ver país dando certo. Presidente comemorou ainda empréstimo do governo ao FMI.;";";tristeza
 Servidores da Embrapa suspendem greve até quarta, mas não aceitam reajuste Greve já durava dez dias e atividades serão retomadas na segunda-feira. Nova paralisação geral deve acontecer a partir da próxima quarta-feira.;";";tristeza
 Anatel diz que vai 'reprimir' cobrança de mensalidade de ponto extra Regras permitem cobrança apenas para instalar e reparar ponto extra. Entretanto, fiscalização depende de revogação de liminar judicial.;";";tristeza
 Brasil crescerá menos que o previsto no orçamento em 2010, admite Mantega No orçamento, governo prevê crescimento de 4,5% para ano que vem. Mantega, entretanto, afirmou que crescimento ficará entre 3% e 4%.;";";tristeza
 Sem quórum, governo não consegue votar MP que altera Fundo Soberano Fundo Soberano pode perder R$ 14,2 bilhões e ficar sem recursos. Líder do governo busca entendimento para votar MP de forma simbólica.;";";tristeza
 Vale encerra programa de recompra de ações Previsão inicial era de que término fosse em outubro. No período, a Vale adquiriu 47.284.800 ações preferenciais.;";";tristeza
 Panasonic anuncia prejuízo anual de US$ 3,95 bilhões Companhia prevê se manter no vermelho este ano fiscal. Panasonic anunciou em fevereiro a demissão de 15.000 funcionários.;";";tristeza
 França entra em recessão após segunda queda consecutiva do PIB O PIB francês caiu 1,2% no primeiro trimestre do ano, segundo o INSEE. Economia do país registra seis meses consecutivos de queda.;";";tristeza
 Rendimento fixo da poupança pode impedir redução do juro da casa própria Caderneta tem rendimento fixo, garantido por lei, de 6% ao ano. Percentual também serve de juro mínimo para o crédito imobiliário.;";";tristeza
 Lula critica gestões anteriores e diz que governo deve agir 'como uma mãe' Ele chamou Prouni, programa de bolsa para estudantes, de 'milagre'. Afirmou ainda que no governo é 'proibido' dizer que educação é gasto.;";";tristeza
 Reforma tributária ‘é o Frankenstein do Frankenstein’, diz governador de SP Para José Serra, propostas em discussão no Congresso ‘são um horror’. Mesmo sem consenso, governo quer votação antes do recesso de julho.;";";tristeza
 Serra pede a Lula antecipação de R$ 300 milhões para o trecho sul do Rodoanel Parcela do governo federal deveria ser liberada apenas no ano que vem. Segundo governador, obra está adiantada e deve sair antes do fim do ano.;";";tristeza
 Instalação da CPI da Petrobras não tem data para acontecer, diz senador Paulo Duque (PMDB-RJ) é o responsável por convocar primeira reunião. Impasse por relatoria da comissão das ONGs barra começo dos trabalhos.;";";tristeza
 Petrobras anuncia mudança em divulgação de informações em blog Blog da empresa divulga questionamentos da imprensa e respostas. Material agora só será divulgado no dia da publicação de reportagem.;";";tristeza
 Governistas faltam e instalação da CPI da Petrobras é adiada Aliados insistem em retomar relatoria da comissão das ONGs Álvaro Dias (PSDB-PR) diz que governo tem o que esconder.;";";tristeza
 Lula suspende agenda da manhã para receber líderes do governo Presidente cancelou ida a evento da Marinha e adiou encontro com Serra. Ele se reuniu com líderes da Câmara e Senado, além de Temer e Múcio.;";";tristeza
 Deputado diz ter 191 assinaturas em PEC do terceiro mandato Jackson Barreto (PMDB-SE) deseja protocolar projeto nesta quinta-feira. Para valer para 2010, proposta precisa ser votada até o final de setembro.;";";tristeza
 Senado referenda salário mínimo de R$ 465 para 2009 Votação confirma valor que está em vigor desde fevereiro. Relator rejeitou propostas que alteravam número.;";";tristeza
 Oposição recua e deve obstruir votação de apenas uma MP PSDB e DEM desistem de impedir aprovação de medidas populares. Somente MP do Fundo Soberano será alvo de disputa.;";";tristeza
